Name,Image URL,Product URL,Price,Manufacturer,Part #,Series,Microarchitecture,Core Family,Socket,Core Count,Performance Core Clock,Performance Core Boost Clock,Efficiency Core Clock,Efficiency Core Boost Clock,L2 Cache,L3 Cache,TDP,Integrated Graphics,Maximum Supported Memory,ECC Support,Includes Cooler,Packaging,Lithography,Includes CPU Cooler,Simultaneous Multithreading
Intel Xeon E3-1225 V5,//cdna.pcpartpicker.com/static/forever/images/product/2a632529a950e5b3707bc97f75ca14a9.256p.jpg,https://pcpartpicker.com/product/Yj2rxr/intel-cpu-bx80662e31225v5,,Intel,BX80662E31225V5,Intel Xeon E3,Skylake,Skylake-H,LGA1151,4,3.3 GHz,3.7 GHz,,,1 MB,8 MB,80 W,Intel HD Graphics P530,64 GB,Yes,Yes,Boxed,14 nm,Yes,No
AMD Athlon X4 845,/static/forever/img/no-image.png,https://pcpartpicker.com/product/HC648d/amd-cpu-ad845xaci43ka,,AMD,AD845XACI43KA,AMD Athlon X4,Puma+,Carrizo,FM2+,4,3.5 GHz,3.8 GHz,,,1 MB,0 MB,65 W,None,,No,No,OEM/Tray,28 nm,No,No
AMD A6-7470K,/static/forever/img/no-image.png,https://pcpartpicker.com/product/Vxs8TW/amd-cpu-ad747kybi23jc,,AMD,AD747KYBI23JC,AMD A6,Steamroller,Godavari,FM2+,2,3.7 GHz,4 GHz,,,1 MB,0 MB,65 W,Radeon R5 (on die),,No,No,OEM/Tray,28 nm,No,No
AMD Athlon X4 880K,/static/forever/img/no-image.png,https://pcpartpicker.com/product/RrDzK8/amd-cpu-ad880kxbi44jc,,AMD,AD880KXBI44JC,AMD Athlon X4,Steamroller,Godavari,FM2+,4,4 GHz,4.2 GHz,,,4 MB,0 MB,95 W,None,,No,No,OEM/Tray,28 nm,No,No
Intel Xeon E5-2658 V3,/static/forever/img/no-image.png,https://pcpartpicker.com/product/8ntWGX/intel-cpu-cm8064401545904,,Intel,CM8064401545904,Intel Xeon E5,Haswell,Haswell-EP,LGA2011-3,12,2.2 GHz,2.9 GHz,,,3 MB,30 MB,105 W,None,768 GB,Yes,No,OEM/Tray,22 nm,No,Yes: Hyper-Threading
AMD Athlon 5370,/static/forever/img/no-image.png,https://pcpartpicker.com/product/syKhP6/amd-cpu-ad5370jah44hm,,AMD,AD5370JAH44HM,AMD Athlon,Jaguar,Kabini,AM1,4,2.2 GHz,,,,2 MB,0 MB,25 W,Radeon R3 (on die),,No,No,OEM/Tray,28 nm,No,No
AMD Athlon X4 860K,//cdna.pcpartpicker.com/static/forever/images/product/d36cf4c3ef855225c0febf17d51f4bb2.256p.jpg,https://pcpartpicker.com/product/J9rcCJ/amd-athlon-x4-860k-37ghz-quad-core-processor-ad860kxbjasbx,,AMD,AD860KXBJASBX,AMD Athlon X4,Steamroller,Kaveri,FM2+,4,3.7 GHz,4 GHz,,,4 MB,0 MB,95 W,None,,No,Yes,Boxed,28 nm,Yes,No
Intel Core i3-7300,https://m.media-amazon.com/images/I/51wiUuDl5RL.jpg,https://pcpartpicker.com/product/vxkwrH/intel-core-i3-7300-40ghz-dual-core-oemtray-processor-cm8067703014426,,Intel,CM8067703014426,Intel Core i3,Kaby Lake,Kaby Lake-S,LGA1151,2,4 GHz,,,,0.5 MB,4 MB,51 W,Intel HD Graphics 630,64 GB,No,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Celeron G3950,//cdna.pcpartpicker.com/static/forever/images/product/e33e41fbf747b90cbdeb7457b9dde058.256p.jpg,https://pcpartpicker.com/product/ZPL7YJ/intel-celeron-g3950-30ghz-dual-core-processor-bx80677g3950,,Intel,BX80677G3950,Intel Celeron,Kaby Lake,Kaby Lake-S,LGA1151,2,3 GHz,,,,0.5 MB,2 MB,51 W,Intel HD Graphics 610,64 GB,Yes,Yes,Boxed,14 nm,Yes,No
Intel Core i3-7100T,/static/forever/img/no-image.png,https://pcpartpicker.com/product/KbZ2FT/intel-core-i3-7100t-34ghz-dual-core-processor-bxc80677i37100t,,Intel,BXC80677I37100T,Intel Core i3,Kaby Lake,Kaby Lake-S,LGA1151,2,3.4 GHz,,,,0.5 MB,3 MB,35 W,Intel HD Graphics 630,64 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Core i3-7300T,https://m.media-amazon.com/images/I/51ar56B-zyL.jpg,https://pcpartpicker.com/product/mvCrxr/intel-core-i3-7300t-35ghz-dual-core-oemtray-processor-cm8067703015810,,Intel,CM8067703015810,Intel Core i3,Kaby Lake,Kaby Lake-S,LGA1151,2,3.5 GHz,,,,0.5 MB,4 MB,35 W,Intel HD Graphics 630,64 GB,No,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Core i5-7400T,/static/forever/img/no-image.png,https://pcpartpicker.com/product/ksBrxr/intel-core-i5-7400t-24ghz-quad-core-processor-bxc80677i57400t,,Intel,BXC80677I57400T,Intel Core i5,Kaby Lake,Kaby Lake-S,LGA1151,4,2.4 GHz,3 GHz,,,1 MB,6 MB,35 W,Intel HD Graphics 630,64 GB,No,Yes,Boxed,14 nm,Yes,No
Intel Core i7-870S,/static/forever/img/no-image.png,https://pcpartpicker.com/product/92kj4D/intel-core-i7-870s-267ghz-quad-core-oemtray-processor-bv80605004494ab,,Intel,BV80605004494AB,Intel Core i7,Nehalem,Lynnfield,LGA1156,4,2.667 GHz,,,,1 MB,8 MB,82 W,None,16 GB,No,No,OEM/Tray,45 nm,No,Yes: Hyper-Threading
Intel Core i9-7940X,https://images-eu.ssl-images-amazon.com/images/I/51jVF96A0XL.jpg,https://pcpartpicker.com/product/8rc48d/intel-core-i9-7940x-31ghz-14-core-oemtray-processor-cd8067303734701,,Intel,CD8067303734701,Intel Core i9,Skylake,Skylake-X,LGA2066,14,3.1 GHz,4.4 GHz,,,14 MB,19.25 MB,165 W,None,128 GB,No,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Pentium G3240,/static/forever/img/no-image.png,https://pcpartpicker.com/product/VxH8TW/intel-pentium-g3240-31-ghz-dual-core-oemtray-processor-cm8064601562018,,Intel,CM8064601562018,Intel Pentium,Haswell Refresh,Haswell Refresh,LGA1150,2,3.1 GHz,,,,0.5 MB,3 MB,53 W,Intel HD Graphics,,No,No,OEM/Tray,22 nm,No,No
Intel Xeon E3-1275 V6,/static/forever/img/no-image.png,https://pcpartpicker.com/product/F938TW/intel-xeon-e3-1275-v6-38ghz-quad-core-oemtray-processor-cm8067702870931,$361.55 ,Intel,CM8067702870931,Intel Xeon E3,Kaby Lake,Kaby Lake-S,LGA1151,4,3.8 GHz,4.2 GHz,,,1 MB,8 MB,73 W,Intel HD Graphics P630,64 GB,Yes,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
AMD Athlon II X2 245,https://images-na.ssl-images-amazon.com/images/I/41jgyeg33mL.jpg,https://pcpartpicker.com/product/ynV48d/amd-cpu-adx245ocgqbox,,AMD,ADX245OCGQBOX,AMD Athlon II X2,K10,Regor,AM3,2,2.9 GHz,,,,2 MB,0 MB,65 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Celeron 450,/static/forever/img/no-image.png,https://pcpartpicker.com/product/7LNp99/intel-cpu-hh80557rg049512,,Intel,HH80557RG049512,Intel Celeron,Core,Conroe,LGA775,1,2.2 GHz,,,,0.5 MB,0 MB,35 W,None,,No,No,OEM/Tray,65 nm,No,No
AMD Phenom II X3 710,/static/forever/img/no-image.png,https://pcpartpicker.com/product/6HFPxr/amd-cpu-hdx710wfgibox,,AMD,HDX710WFGIBOX,AMD Phenom II X3,K10,Heka,AM3,3,2.6 GHz,,,,1.5 MB,6 MB,95 W,None,,No,Yes,Boxed,45 nm,Yes,No
AMD Phenom II X4 910,/static/forever/img/no-image.png,https://pcpartpicker.com/product/TyNp99/amd-cpu-hdx910wfgibox,,AMD,HDX910WFGIBOX,AMD Phenom II X4,K10,Deneb,AM3,4,2.6 GHz,,,,2 MB,6 MB,95 W,None,,No,Yes,Boxed,45 nm,Yes,No
AMD Athlon II X2 260u,/static/forever/img/no-image.png,https://pcpartpicker.com/product/sGFPxr/amd-cpu-ad260usck23gq,,AMD,AD260USCK23GQ,AMD Athlon II X2,K10,Regor,AM3,2,1.8 GHz,,,,2 MB,0 MB,25 W,None,,No,No,OEM/Tray,45 nm,No,No
AMD Athlon II X4 600e,https://images-na.ssl-images-amazon.com/images/I/41PY7vNQlzL.jpg,https://pcpartpicker.com/product/vJdqqs/amd-cpu-ad600ehdgibox,,AMD,AD600EHDGIBOX,AMD Athlon II X4,K10,Propus,AM3,4,2.2 GHz,,,,2 MB,0 MB,45 W,None,,No,Yes,Boxed,45 nm,Yes,No
AMD Athlon II X4 605e,https://images-na.ssl-images-amazon.com/images/I/41u1-CCwnyL.jpg,https://pcpartpicker.com/product/XcsKHx/amd-cpu-ad605ehdgibox,,AMD,AD605EHDGIBOX,AMD Athlon II X4,K10,Propus,AM3,4,2.3 GHz,,,,2 MB,0 MB,45 W,None,,No,Yes,Boxed,45 nm,Yes,No
AMD Athlon II X4 610e,/static/forever/img/no-image.png,https://pcpartpicker.com/product/hHFPxr/amd-cpu-ad610edgmbox,,AMD,AD610EDGMBOX,AMD Athlon II X4,K10,Propus,AM3,4,2.4 GHz,,,,2 MB,0 MB,45 W,None,,No,Yes,Boxed,45 nm,Yes,No
AMD Phenom II X4 940 Black,https://images-na.ssl-images-amazon.com/images/I/41VmbmyHXpL.jpg,https://pcpartpicker.com/product/Kr8Zxr/amd-cpu-hdz940xcgibox,,AMD,HDZ940XCGIBOX,AMD Phenom II X4,K10,Deneb,AM2+,4,3 GHz,,,,2 MB,6 MB,125 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Pentium E2180,/static/forever/img/no-image.png,https://pcpartpicker.com/product/BKTmP6/intel-cpu-80557e2180,,Intel,80557E2180,Intel Pentium,Core,Conroe,LGA775,2,2 GHz,,,,1 MB,0 MB,65 W,None,,No,No,OEM/Tray,65 nm,No,No
Intel Pentium E2200,/static/forever/img/no-image.png,https://pcpartpicker.com/product/47bp99/intel-pentium-e2200-22-ghz-dual-core-oemtray-processor-hh80557pg0491m,,Intel,HH80557PG0491M,Intel Pentium,Core,Conroe,LGA775,2,2.2 GHz,,,,1 MB,0 MB,65 W,None,,No,No,OEM/Tray,65 nm,No,No
Intel Pentium E5400,/static/forever/img/no-image.png,https://pcpartpicker.com/product/g6fp99/intel-cpu-at80571pg0682m,,Intel,AT80571PG0682M,Intel Pentium,Wolfdale,Wolfdale,LGA775,2,2.7 GHz,,,,2 MB,0 MB,65 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Pentium E5400,/static/forever/img/no-image.png,https://pcpartpicker.com/product/qvGkcf/intel-cpu-at80571pg0682ml,,Intel,AT80571PG0682ML,Intel Pentium,Wolfdale,Wolfdale,LGA775,2,2.7 GHz,,,,2 MB,0 MB,65 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Pentium E6300,/static/forever/img/no-image.png,https://pcpartpicker.com/product/3PkD4D/intel-cpu-bx80571e6300,,Intel,BX80571E6300,Intel Pentium,Wolfdale,Wolfdale,LGA775,2,2.8 GHz,,,,2 MB,0 MB,65 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core 2 Duo E6400,/static/forever/img/no-image.png,https://pcpartpicker.com/product/7V8Zxr/intel-cpu-bx805576400,,Intel,BX805576400,Intel Core 2 Duo,Core,Conroe,LGA775,2,2.13 GHz,,,,2 MB,0 MB,65 W,None,,No,Yes,Boxed,65 nm,Yes,No
Intel Pentium E6500,/static/forever/img/no-image.png,https://pcpartpicker.com/product/kYZQzy/intel-cpu-at80571ph0772ml,,Intel,AT80571PH0772ML,Intel Pentium,Wolfdale,Wolfdale,LGA775,2,2.93 GHz,,,,2 MB,0 MB,65 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core 2 Duo E6540,/static/forever/img/no-image.png,https://pcpartpicker.com/product/2PkD4D/intel-cpu-hh80557pj0534m,,Intel,HH80557PJ0534M,Intel Core 2 Duo,Core,Conroe,LGA775,2,2.33 GHz,,,,4 MB,0 MB,65 W,None,,No,No,OEM/Tray,65 nm,No,No
Intel Core 2 Duo E6550,/static/forever/img/no-image.png,https://pcpartpicker.com/product/WkZQzy/intel-cpu-bx80557e6550r,,Intel,BX80557E6550R,Intel Core 2 Duo,Core,Conroe,LGA775,2,2.33 GHz,,,,4 MB,0 MB,65 W,None,,No,Yes,Boxed,65 nm,Yes,No
Intel Core 2 Duo E7200,/static/forever/img/no-image.png,https://pcpartpicker.com/product/GQQypg/intel-cpu-eu80571ph0613m,,Intel,EU80571PH0613M,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2.53 GHz,,,,3 MB,0 MB,65 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core 2 Duo E7400,https://m.media-amazon.com/images/I/41ZSVbISwXL.jpg,https://pcpartpicker.com/product/CTfp99/intel-cpu-at80571ph0723ml,,Intel,AT80571PH0723ML,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2.8 GHz,,,,3 MB,0 MB,65 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core 2 Duo E7500,/static/forever/img/no-image.png,https://pcpartpicker.com/product/yhXfrH/intel-cpu-at80571ph0773ml,,Intel,AT80571PH0773ML,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2.93 GHz,,,,3 MB,0 MB,65 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core 2 Duo E8190,/static/forever/img/no-image.png,https://pcpartpicker.com/product/vr8Zxr/intel-cpu-eu80570pj0676mn,,Intel,EU80570PJ0676MN,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2.66 GHz,,,,6 MB,0 MB,65 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core 2 Duo E8200,/static/forever/img/no-image.png,https://pcpartpicker.com/product/hfLypg/intel-cpu-bx80570e8200a,,Intel,BX80570E8200A,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2.66 GHz,,,,6 MB,0 MB,65 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core 2 Duo E8200,/static/forever/img/no-image.png,https://pcpartpicker.com/product/HcsKHx/intel-cpu-eu80570pj0676m,,Intel,EU80570PJ0676M,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2.66 GHz,,,,6 MB,0 MB,65 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core 2 Duo E8400,/static/forever/img/no-image.png,https://pcpartpicker.com/product/qt2kcf/intel-cpu-bx80570e8400a,,Intel,BX80570E8400A,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,3 GHz,,,,6 MB,0 MB,65 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core 2 Duo E8500,/static/forever/img/no-image.png,https://pcpartpicker.com/product/37bp99/intel-cpu-bx80570e8500a,,Intel,BX80570E8500A,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,3.16 GHz,,,,6 MB,0 MB,65 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core i5-750S,/static/forever/img/no-image.png,https://pcpartpicker.com/product/c8ckcf/intel-cpu-bv80605003213ah,,Intel,BV80605003213AH,Intel Core i5,Nehalem,Lynnfield,LGA1156,4,2.4 GHz,,,,1 MB,8 MB,82 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core 2 Quad Q8200,/static/forever/img/no-image.png,https://pcpartpicker.com/product/zJdqqs/intel-cpu-eu80580pj0534mn,,Intel,EU80580PJ0534MN,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,2.33 GHz,,,,4 MB,0 MB,95 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core 2 Quad Q8200S,https://m.media-amazon.com/images/I/51flr6zyWxL.jpg,https://pcpartpicker.com/product/TGFPxr/intel-cpu-bx80580q8200s,,Intel,BX80580Q8200S,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,2.33 GHz,,,,4 MB,0 MB,65 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core 2 Quad Q9400S,//cdna.pcpartpicker.com/static/forever/images/product/87e3f1d731eea64ce1d510a430193342.256p.jpg,https://pcpartpicker.com/product/c9H323/intel-cpu-bx80580q9400s,,Intel,BX80580Q9400S,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,2.66 GHz,,,,6 MB,0 MB,65 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core 2 Quad Q9450,https://m.media-amazon.com/images/I/51jtqYA5s8L.jpg,https://pcpartpicker.com/product/sd7wrH/intel-cpu-bx80569q9450,,Intel,BX80569Q9450,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,2.66 GHz,,,,12 MB,0 MB,95 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core 2 Quad Q9505S,/static/forever/img/no-image.png,https://pcpartpicker.com/product/JJdqqs/intel-cpu-at80580aj0736mg,,Intel,AT80580AJ0736MG,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,2.83 GHz,,,,6 MB,0 MB,65 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core 2 Extreme QX6800,https://m.media-amazon.com/images/I/31h8k8HyC7L.jpg,https://pcpartpicker.com/product/Qmzv6h/intel-cpu-bx80562qx6800,,Intel,BX80562QX6800,Intel Core 2 Extreme,Core,Kentsfield,LGA775,4,2.93 GHz,,,,8 MB,0 MB,100 W,None,,No,Yes,Boxed,65 nm,Yes,No
Intel Core 2 Extreme QX6800,/static/forever/img/no-image.png,https://pcpartpicker.com/product/3r8Zxr/intel-cpu-hh80562ph0778m,,Intel,HH80562PH0778M,Intel Core 2 Extreme,Core,Kentsfield,LGA775,4,2.93 GHz,,,,8 MB,0 MB,100 W,None,,No,No,OEM/Tray,65 nm,No,No
Intel Core 2 Extreme QX6800,/static/forever/img/no-image.png,https://pcpartpicker.com/product/RDvRsY/intel-cpu-hh80562xh0778m,,Intel,HH80562XH0778M,Intel Core 2 Extreme,Core,Kentsfield,LGA775,4,2.93 GHz,,,,8 MB,0 MB,100 W,None,,No,No,OEM/Tray,65 nm,No,No
Intel Core 2 Extreme QX6850,/static/forever/img/no-image.png,https://pcpartpicker.com/product/7KTmP6/intel-cpu-hh80562xj0808m,,Intel,HH80562XJ0808M,Intel Core 2 Extreme,Core,Kentsfield,LGA775,4,3 GHz,,,,8 MB,0 MB,130 W,None,,No,No,OEM/Tray,65 nm,No,No
Intel Core 2 Extreme QX9650,/static/forever/img/no-image.png,https://pcpartpicker.com/product/mbYXsY/intel-cpu-eu80569xj080nl,,Intel,EU80569XJ080NL,Intel Core 2 Extreme,Yorkfield,Yorkfield,LGA775,4,3 GHz,,,,12 MB,0 MB,130 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core 2 Extreme QX9775,/static/forever/img/no-image.png,https://pcpartpicker.com/product/rZmLrH/intel-cpu-bx80574qx9775a,,Intel,BX80574QX9775A,Intel Core 2 Extreme,Yorkfield,Yorkfield,LGA771,4,3.2 GHz,,,,12 MB,0 MB,150 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core 2 Extreme QX9775,/static/forever/img/no-image.png,https://pcpartpicker.com/product/2X7wrH/intel-cpu-bx80574qx9775p,,Intel,BX80574QX9775P,Intel Core 2 Extreme,Yorkfield,Yorkfield,LGA771,4,3.2 GHz,,,,12 MB,0 MB,150 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core 2 Extreme X6800,/static/forever/img/no-image.png,https://pcpartpicker.com/product/T2DwrH/intel-cpu-hh80557ph0774m,,Intel,HH80557PH0774M,Intel Core 2 Extreme,Core,Conroe,LGA775,2,2.93 GHz,,,,4 MB,0 MB,75 W,None,,No,No,OEM/Tray,65 nm,No,No
AMD Phenom II X3 715 Black,/static/forever/img/no-image.png,https://pcpartpicker.com/product/dFNp99/amd-cpu-hdz715wcj3dgi,,AMD,HDZ715WCJ3DGI,AMD Phenom II X3,K10,Heka,AM3,3,2.8 GHz,,,,1.5 MB,6 MB,95 W,None,,No,No,OEM/Tray,45 nm,No,No
AMD Athlon II X3 425,/static/forever/img/no-image.png,https://pcpartpicker.com/product/XXQypg/amd-cpu-adx425wfk32gi,,AMD,ADX425WFK32GI,AMD Athlon II X3,K10,Rana,AM3,3,2.7 GHz,,,,1.5 MB,0 MB,95 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Pentium E5500,https://m.media-amazon.com/images/I/51SBn4O7H5L.jpg,https://pcpartpicker.com/product/ZxJwrH/intel-cpu-bx80571e5500,,Intel,BX80571E5500,Intel Pentium,Wolfdale,Wolfdale,LGA775,2,2.8 GHz,,,,2 MB,0 MB,65 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Pentium E6700,https://m.media-amazon.com/images/I/41ND+OuTN0L.jpg,https://pcpartpicker.com/product/Kpw323/intel-cpu-bx80571e6700,,Intel,BX80571E6700,Intel Pentium,Wolfdale,Wolfdale,LGA775,2,3.2 GHz,,,,2 MB,0 MB,65 W,None,,No,Yes,Boxed,45 nm,Yes,No
AMD Phenom II X4 975,https://images-na.ssl-images-amazon.com/images/I/51rsvB7sGlL.jpg,https://pcpartpicker.com/product/jYFPxr/amd-cpu-hdz975fbgmbox,,AMD,HDZ975FBGMBOX,AMD Phenom II X4,K10,Deneb,AM3,4,3.6 GHz,,,,2 MB,6 MB,125 W,None,,No,Yes,Boxed,45 nm,Yes,No
AMD Phenom II X4 960T Black,/static/forever/img/no-image.png,https://pcpartpicker.com/product/9jV48d/amd-cpu-hd96ztwfk4dgr,,AMD,HD96ZTWFK4DGR,AMD Phenom II X4,K10,Zosma,AM3,4,3 GHz,,,,2 MB,6 MB,95 W,None,,No,No,OEM/Tray,45 nm,No,No
AMD Athlon II X2 245,//cdna.pcpartpicker.com/static/forever/images/product/a4c53d2bd4a21902db8d56a6b15639db.256p.jpg,https://pcpartpicker.com/product/GPphP6/amd-cpu-adx245ock23gm,,AMD,ADX245OCK23GM,AMD Athlon II X2,K10,Regor,AM3,2,2.9 GHz,,,,2 MB,0 MB,65 W,None,,No,No,OEM/Tray,45 nm,No,No
AMD Phenom II X4 925,/static/forever/img/no-image.png,https://pcpartpicker.com/product/mzV48d/amd-cpu-hdx925wfk4dgm,,AMD,HDX925WFK4DGM,AMD Phenom II X4,K10,Deneb,AM3,4,2.8 GHz,,,,2 MB,6 MB,95 W,None,,No,No,OEM/Tray,45 nm,No,No
AMD Phenom II X3 720 Black,https://images-na.ssl-images-amazon.com/images/I/41upXL94npL.jpg,https://pcpartpicker.com/product/8cDwrH/amd-cpu-hdz720wfk3dgi,,AMD,HDZ720WFK3DGI,AMD Phenom II X3,K10,Heka,AM3,3,2.8 GHz,,,,1.5 MB,6 MB,95 W,None,,No,No,OEM/Tray,45 nm,No,No
AMD Athlon II X3 460,https://images-na.ssl-images-amazon.com/images/I/41XjKO8AcqL.jpg,https://pcpartpicker.com/product/wJ3RsY/amd-cpu-adx460wfgmbox,,AMD,ADX460WFGMBOX,AMD Athlon II X3,K10,Rana,AM3,3,3.4 GHz,,,,1.5 MB,0 MB,95 W,None,,No,Yes,Boxed,45 nm,Yes,No
AMD Athlon II X3 440,/static/forever/img/no-image.png,https://pcpartpicker.com/product/qtDwrH/amd-cpu-adx440wfk32gm,,AMD,ADX440WFK32GM,AMD Athlon II X3,K10,Rana,AM3,3,3 GHz,,,,1.5 MB,0 MB,95 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Pentium G620T,https://m.media-amazon.com/images/I/31AHAznAdmL.jpg,https://pcpartpicker.com/product/czV48d/intel-cpu-bx80623g620t,,Intel,BX80623G620T,Intel Pentium,Sandy Bridge,Sandy Bridge,LGA1155,2,2.2 GHz,,,,0.5 MB,3 MB,35 W,Intel HD Graphics,,No,Yes,Boxed,32 nm,Yes,No
AMD Phenom II X4 970,/static/forever/img/no-image.png,https://pcpartpicker.com/product/LFV48d/amd-cpu-hdz970fbk4dgm,,AMD,HDZ970FBK4DGM,AMD Phenom II X4,K10,Deneb,AM3,4,3.5 GHz,,,,2 MB,6.047 MB,125 W,None,,No,No,OEM/Tray,45 nm,No,No
AMD Phenom II X4 980 Black,/static/forever/img/no-image.png,https://pcpartpicker.com/product/Nxzv6h/amd-cpu-hdz980fbk4dgm,,AMD,HDZ980FBK4DGM,AMD Phenom II X4,K10,Deneb,AM3,4,3.7 GHz,,,,2 MB,6.047 MB,125 W,None,,No,No,OEM/Tray,45 nm,No,No
AMD A6-3650,/static/forever/img/no-image.png,https://pcpartpicker.com/product/Ns2kcf/amd-cpu-ad3650wnz43gx,,AMD,AD3650WNZ43GX,AMD A6,Lynx,Llano,FM1,4,2.6 GHz,,,,4 MB,0 MB,100 W,Radeon HD 6530D,,No,No,OEM/Tray,32 nm,No,No
AMD FX-9370,https://images-na.ssl-images-amazon.com/images/I/21w8abXrq-L.jpg,https://pcpartpicker.com/product/WCfp99/amd-cpu-fd9370fhw8khk,,AMD,FD9370FHW8KHK,AMD FX,Piledriver,Vishera,AM3+,8,4.4 GHz,4.7 GHz,,,8 MB,8 MB,220 W,None,,No,No,OEM/Tray,32 nm,No,No
AMD A6-6420K,/static/forever/img/no-image.png,https://pcpartpicker.com/product/tvH323/amd-cpu-ad642koka23hl,,AMD,AD642KOKA23HL,AMD A6,Piledriver,Richland,FM2,2,4 GHz,4.2 GHz,,,1 MB,0 MB,65 W,Radeon HD 8000 Series,,No,No,OEM/Tray,32 nm,No,No
Intel Pentium G3450,https://images-na.ssl-images-amazon.com/images/I/51dLqAHyk2L.jpg,https://pcpartpicker.com/product/QbNp99/intel-cpu-bx80646g3450,,Intel,BX80646G3450,Intel Pentium,Haswell Refresh,Haswell Refresh,LGA1150,2,3.4 GHz,,,,0.5 MB,3 MB,53 W,Intel HD Graphics,,No,Yes,Boxed,22 nm,Yes,No
Intel Pentium G3258,/static/forever/img/no-image.png,https://pcpartpicker.com/product/4XCwrH/intel-cpu-cm8064601482573,,Intel,CM8064601482573,Intel Pentium,Haswell Refresh,Haswell Refresh,LGA1150,2,3.2 GHz,,,,0.5 MB,3 MB,53 W,Intel HD Graphics,,Yes,No,OEM/Tray,22 nm,No,No
AMD A10-6790B,/static/forever/img/no-image.png,https://pcpartpicker.com/product/phsKHx/amd-cpu-ad679bwoa44hl,,AMD,AD679BWOA44HL,AMD A10,Piledriver,Richland,FM2,4,4 GHz,,,,4 MB,0 MB,100 W,Radeon HD 8670D,,No,No,OEM/Tray,32 nm,No,No
AMD A4-6320,/static/forever/img/no-image.png,https://pcpartpicker.com/product/FXXfrH/amd-cpu-ad6320oka23hl,,AMD,AD6320OKA23HL,AMD A4,Piledriver,Richland,FM2,2,3.8 GHz,4 GHz,,,1 MB,0 MB,65 W,Radeon HD 8370D,,No,No,OEM/Tray,32 nm,No,No
AMD A4-4020,/static/forever/img/no-image.png,https://pcpartpicker.com/product/7CBv6h/amd-cpu-ad4020oka23hl,,AMD,AD4020OKA23HL,AMD A4,Piledriver,Richland,FM2,2,3.2 GHz,3.4 GHz,,,1 MB,0 MB,65 W,Radeon HD 7480D,,No,No,OEM/Tray,32 nm,No,No
AMD FX-6130,/static/forever/img/no-image.png,https://pcpartpicker.com/product/Gj8Zxr/amd-cpu-fd6130frw6kgu,,AMD,FD6130FRW6KGU,AMD FX,Bulldozer,Zambezi,AM3+,6,3.6 GHz,3.9 GHz,,,6 MB,8 MB,125 W,None,,No,No,OEM/Tray,32 nm,No,No
